# output generated by hbond_network -f /oasis/scratch/comet/scychon/temp_project/CcO/gromacs_new/pmp_popc/xtal_solvate/MDRun/pmp_popc_eq.xtc
 -999.000000           0           0
 -998.000000           0           0
 -997.000000           0           0
 -996.000000           0           0
 -995.000000           0           0
 -994.000000           0           0
 -993.000000           0           0
 -992.000000           0           0
 -991.000000           0           0
 -990.000000           0           0
 -989.000000           0           0
 -988.000000           0           0
 -987.000000           0           0
 -986.000000           0           0
 -985.000000           0           0
 -984.000000           0           0
 -983.000000           0           0
 -982.000000           0           0
 -981.000000           0           0
 -980.000000           0           0
 -979.000000           0           0
 -978.000000           0           0
 -977.000000           0           0
 -976.000000           0           0
 -975.000000           0           0
 -974.000000           0           0
 -973.000000           0           0
 -972.000000           0           0
 -971.000000           0           0
 -970.000000           0           0
 -969.000000           0           0
 -968.000000           0           0
 -967.000000           0           0
 -966.000000           0           0
 -965.000000           0           0
 -964.000000           0           0
 -963.000000           0           0
 -962.000000           0           0
 -961.000000           0           0
 -960.000000           0           0
 -959.000000           0           0
 -958.000000           0           0
 -957.000000           0           0
 -956.000000           0           0
 -955.000000           0           0
 -954.000000           0           0
 -953.000000           0           0
 -952.000000           0           0
 -951.000000           0           0
 -950.000000           0           0
 -949.000000           0           0
 -948.000000           0           0
 -947.000000           0           0
 -946.000000           0           0
 -945.000000           0           0
 -944.000000           0           0
 -943.000000           0           0
 -942.000000           0           0
 -941.000000           0           0
 -940.000000           0           0
 -939.000000           0           0
 -938.000000           0           0
 -937.000000           0           0
 -936.000000           0           0
 -935.000000           0           0
 -934.000000           0           0
 -933.000000           0           0
 -932.000000           0           0
 -931.000000           0           0
 -930.000000           0           0
 -929.000000           0           0
 -928.000000           0           0
 -927.000000           0           0
 -926.000000           0           0
 -925.000000           0           0
 -924.000000           0           0
 -923.000000           0           0
 -922.000000           0           0
 -921.000000           0           0
 -920.000000           0           0
 -919.000000           0           0
 -918.000000           0           0
 -917.000000           0           0
 -916.000000           0           0
 -915.000000           0           0
 -914.000000           0           0
 -913.000000           0           0
 -912.000000           0           0
 -911.000000           0           0
 -910.000000           0           0
 -909.000000           0           0
 -908.000000           0           0
 -907.000000           0           0
 -906.000000           0           0
 -905.000000           0           0
 -904.000000           0           0
 -903.000000           0           0
 -902.000000           0           0
 -901.000000           0           0
 -900.000000           0           0
 -899.000000           0           0
 -898.000000           0           0
 -897.000000           0           0
 -896.000000           0           0
 -895.000000           0           0
 -894.000000           0           0
 -893.000000           0           0
 -892.000000           0           0
 -891.000000           0           0
 -890.000000           0           0
 -889.000000           0           0
 -888.000000           0           0
 -887.000000           0           0
 -886.000000           0           0
 -885.000000           0           0
 -884.000000           0           0
 -883.000000           0           0
 -882.000000           0           0
 -881.000000           0           0
 -880.000000           0           0
 -879.000000           0           0
 -878.000000           0           0
 -877.000000           0           0
 -876.000000           0           0
 -875.000000           0           0
 -874.000000           0           0
 -873.000000           0           0
 -872.000000           0           0
 -871.000000           0           0
 -870.000000           0           0
 -869.000000           0           0
 -868.000000           0           0
 -867.000000           0           0
 -866.000000           0           0
 -865.000000           0           0
 -864.000000           0           0
 -863.000000           0           0
 -862.000000           0           0
 -861.000000           0           0
 -860.000000           0           0
 -859.000000           0           0
 -858.000000           0           0
 -857.000000           0           0
 -856.000000           0           0
 -855.000000           0           0
 -854.000000           0           0
 -853.000000           0           0
 -852.000000           0           0
 -851.000000           0           0
 -850.000000           0           0
 -849.000000           0           0
 -848.000000           0           0
 -847.000000           0           0
 -846.000000           0           0
 -845.000000           0           0
 -844.000000           0           0
 -843.000000           0           0
 -842.000000           0           0
 -841.000000           0           0
 -840.000000           0           0
 -839.000000           0           0
 -838.000000           0           0
 -837.000000           0           0
 -836.000000           0           0
 -835.000000           0           0
 -834.000000           0           0
 -833.000000           0           0
 -832.000000           0           0
 -831.000000           0           0
 -830.000000           0           0
 -829.000000           0           0
 -828.000000           0           0
 -827.000000           0           0
 -826.000000           0           0
 -825.000000           0           0
 -824.000000           0           0
 -823.000000           0           0
 -822.000000           0           0
 -821.000000           0           0
 -820.000000           0           0
 -819.000000           0           0
 -818.000000           0           0
 -817.000000           0           0
 -816.000000           0           0
 -815.000000           0           0
 -814.000000           0           0
 -813.000000           0           0
 -812.000000           0           0
 -811.000000           0           0
 -810.000000           0           0
 -809.000000           0           0
 -808.000000           0           0
 -807.000000           0           0
 -806.000000           0           0
 -805.000000           0           0
 -804.000000           0           0
 -803.000000           0           0
 -802.000000           0           0
 -801.000000           0           0
 -800.000000           0           0
 -799.000000           0           0
 -798.000000           0           0
 -797.000000           0           0
 -796.000000           0           0
 -795.000000           0           0
 -794.000000           0           0
 -793.000000           0           0
 -792.000000           0           0
 -791.000000           0           0
 -790.000000           0           0
 -789.000000           0           0
 -788.000000           0           0
 -787.000000           0           0
 -786.000000           0           0
 -785.000000           0           0
 -784.000000           0           0
 -783.000000           0           0
 -782.000000           0           0
 -781.000000           0           0
 -780.000000           0           0
 -779.000000           0           0
 -778.000000           0           0
 -777.000000           0           0
 -776.000000           0           0
 -775.000000           0           0
 -774.000000           0           0
 -773.000000           0           0
 -772.000000           0           0
 -771.000000           0           0
 -770.000000           0           0
 -769.000000           0           0
 -768.000000           0           0
 -767.000000           0           0
 -766.000000           0           0
 -765.000000           0           0
 -764.000000           0           0
 -763.000000           0           0
 -762.000000           0           0
 -761.000000           0           0
 -760.000000           0           0
 -759.000000           0           0
 -758.000000           0           0
 -757.000000           0           0
 -756.000000           0           0
 -755.000000           0           0
 -754.000000           0           0
 -753.000000           0           0
 -752.000000           0           0
 -751.000000           0           0
 -750.000000           0           0
